Borough,CONDOMINIUMS COMPARABLE PROPERTIES Boro-Block-Lot,CONDOMINIUMS COMPARABLE PROPERTIES Condo Section,CONDOMINIUMS COMPARABLE PROPERTIES Address,CONDOMINIUMS COMPARABLE PROPERTIES Neighborhood,CONDOMINIUMS COMPARABLE PROPERTIES Building Classification,CONDOMINIUMS COMPARABLE PROPERTIES Total Units,CONDOMINIUMS COMPARABLE PROPERTIES Year Built,CONDOMINIUMS COMPARABLE PROPERTIES Gross SqFt,CONDOMINIUMS COMPARABLE PROPERTIES Estimated Gross Income,CONDOMINIUMS COMPARABLE PROPERTIES Gross Income per SqFt,CONDOMINIUMS COMPARABLE PROPERTIES Estimated Expense,CONDOMINIUMS COMPARABLE PROPERTIES Expense per SqFt,CONDOMINIUMS COMPARABLE PROPERTIES Net Operating Income,CONDOMINIUMS COMPARABLE PROPERTIES Full Market Value,CONDOMINIUMS COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Condo in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Condo in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Condo in miles
Manhattan,1-01888-7503,1773-R1,817 WEST END AVENUE,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,76,1920,116255,1825204,15.7,685905,5.9,1139299,7794000,67.04,1-01871-0001,808 WEST END AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,132,1920,107120,2282727,21.31,1049776,9.8,1232951,9045000,84.44,0.09,1-01887-0040,250 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D3-ELEVATOR,72,1918,107019,1535723,14.35,829397,7.75,706326,4891000,45.7,0.1,1-01889-0040,290 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D3-ELEVATOR,63,1924,"106,763","1,676,627",15.70,"629,623",5.90,"1,047,004","7,163,000",67.09,0.10
Manhattan,1-01891-7502,2054-R1,905 WEST END AVENUE,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,53,1920,132377,2440000,18.43,1125000,8.5,1315000,9461004,71.47,1-01868-0061,752 WEST END AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,210,1931,198248,4555542,22.98,1691988,8.53,2863554,20570000,103.76,0.41,1-01891-0026,915 WEST END AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,94,1923,118591,2756615,23.24,884289,7.46,1872326,13664000,115.22,0,1-01876-0061,908 WEST END AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,90,1925,"120,542","2,742,209",22.75,"754,061",6.26,"1,988,148","14,525,000",120.50,0.08
Manhattan,1-01893-7502,1917-R1,610 CATHEDRAL PARKWAY,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,67,1922,103749,1956706,18.86,660881,6.37,1295825,9310000,89.74,1-01892-0016,949 WEST END AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,60,1916,83805,1665271,19.87,582470,6.95,1082801,4763000,56.83,0.15,1-01878-0021,209 WEST 106 STREET,UPPER WEST SIDE (96-116),D9-ELEVATOR,77,1925,106149,2051860,19.33,963833,9.08,1088027,7802000,73.5,0.21,1-01878-0025,203 WEST 106 STREET,UPPER WEST SIDE (96-116),D3-ELEVATOR,76,1926,"108,052","1,966,546",18.20,"943,294",8.73,"1,023,252","7,365,000",68.16,0.21
Manhattan,1-01894-7501,0497-R1,2849 BROADWAY,UPPER WEST SIDE (96-116),R9-CONDOMINIUM,151,1926,192853,4776969,24.77,1847532,9.58,2929437,21288000,110.38,1-01878-0012,2760 BROADWAY,UPPER WEST SIDE (96-116),D6-ELEVATOR,180,1928,249756,5374799,21.52,2141510,8.57,3233289,23706000,94.92,0.25,1-01962-0019,88 MORNINGSIDE DRIVE,MORNINGSIDE HEIGHTS,D9-ELEVATOR,288,1925,189905,4703515,24.77,1819882,9.58,2883633,20955000,110.34,0.48,1-01895-0023,2891 BROADWAY,UPPER WEST SIDE (96-116),D7-ELEVATOR,255,1911,"88,332","2,692,154",30.48,"1,139,010",12.89,"1,553,144","11,614,000",131.48,0.10
Manhattan,1-01914-7503,2069-R1,2185 ADAM C POWELL BOULEV,HARLEM-CENTRAL,RR-CONDOMINIUM,48,2007,54628,1531769,28.04,673563,12.33,858206,6178000,113.09,1-02026-0033,202 WEST 141 STREET,HARLEM-CENTRAL,D1-ELEVATOR,69,1992,28351,1350493,47.63,535786,18.9,814707,3765000,132.8,0.57,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,0.63,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,"54,779","1,535,924",28.04,"675,153",12.33,"860,771","3,795,000",69.28,0.67
Manhattan,1-01917-7501,1926-R1,2257 ADAM C POWELL BOULEV,HARLEM-CENTRAL,R4-CONDOMINIUM,11,2007,8195,229788,28.04,101044,12.33,128744,926999,113.12,1-02026-0033,202 WEST 141 STREET,HARLEM-CENTRAL,D1-ELEVATOR,69,1992,28351,1350493,47.63,535786,18.9,814707,3765000,132.8,0.43,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,0.81,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,"28,734","556,558",19.37,"257,364",8.96,"299,194","1,210,000",42.11,0.73
Manhattan,1-01928-7503,1831-R1,252 WEST 123 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,6,1910,7739,197190,25.48,67948,8.78,129242,881001,113.84,1-01928-0036,2058 ADAM C POWELL BOULEV,HARLEM-CENTRAL,C7-WALK-UP,19,1910,14825,295166,19.91,132832,8.96,162334,1161000,78.31,0,1-01927-0022,217 WEST 121 STREET,HARLEM-CENTRAL,C4-WALK-UP,15,1910,9240,360821,39.05,65539,7.09,295282,2175000,235.39,0.05,1-01929-0003,2294 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,C7-WALK-UP,16,1910,"12,833","326,993",25.48,"112,731",8.78,"214,262","1,553,000",121.02,0.05
Manhattan,1-01928-7503,1831-R2,256 WEST 123 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,6,1910,6601,168193,25.48,57957,8.78,110236,749101,113.48,1-01928-0036,2058 ADAM C POWELL BOULEV,HARLEM-CENTRAL,C7-WALK-UP,19,1910,14825,295166,19.91,132832,8.96,162334,1161000,78.31,0,1-01927-0022,217 WEST 121 STREET,HARLEM-CENTRAL,C4-WALK-UP,15,1910,9240,360821,39.05,65539,7.09,295282,2175000,235.39,0.05,1-01929-0003,2294 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,C7-WALK-UP,16,1910,"12,833","326,993",25.48,"112,731",8.78,"214,262","1,553,000",121.02,0.05
Manhattan,1-01942-7501,0887-R1,273 WEST 136 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,32,1994,35082,679889,19.38,311177,8.87,368712,2643996,75.37,1-01941-0001,2536 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,C7-WALK-UP,22,1910,30922,499708,16.16,210377,6.8,289331,1971000,63.74,0.05,1-01941-0033,2308 ADAM C POWELL BOULEV,HARLEM-CENTRAL,C7-WALK-UP,18,1910,12870,249457,19.38,114200,8.87,135257,970000,75.37,0.05,1-01941-0030,2302 ADAM C POWELL BOULEV,HARLEM-CENTRAL,C7-WALK-UP,11,1910,"9,145","196,526",21.49,"90,444",9.89,"106,082","771,000",84.31,0.05
Manhattan,1-01942-7502,1284-R1,2322 ADAM C POWELL BOULEV,HARLEM-CENTRAL,R4-CONDOMINIUM,36,1933,38386,743921,19.38,340484,8.87,403437,2893001,75.37,1-01941-0001,2536 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,C7-WALK-UP,22,1910,30922,499708,16.16,210377,6.8,289331,1971000,63.74,0.05,1-01941-0033,2308 ADAM C POWELL BOULEV,HARLEM-CENTRAL,C7-WALK-UP,18,1910,12870,249457,19.38,114200,8.87,135257,970000,75.37,0.05,1-01941-0030,2302 ADAM C POWELL BOULEV,HARLEM-CENTRAL,C7-WALK-UP,11,1910,"9,145","196,526",21.49,"90,444",9.89,"106,082","771,000",84.31,0.05
Manhattan,1-01946-7502,2017-R1,454 MANHATTAN AVENUE,HARLEM-CENTRAL,RR-CONDOMINIUM,125,2007,117030,1781000,15.22,360000,3.08,1421000,9210000,78.7,1-01831-0056,246 WEST 116 STREET,HARLEM-CENTRAL,D7-ELEVATOR,33,2005,37491,523908,13.97,231685,6.18,292223,1923000,51.29,0.24,1-01600-0026,19 WEST 116 STREET,HARLEM-CENTRAL,D1-ELEVATOR,38,2008,46774,845710,18.08,234501,5.01,611209,4400000,94.07,0.51,1-01820-0058,150 WEST 111 STREET,HARLEM-CENTRAL,D1-ELEVATOR,18,2006,"17,820","301,467",16.92,"139,528",7.83,"161,939","1,171,000",65.71,0.54
Manhattan,1-01960-7502,0899-R1,300 WEST 137 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,28,1994,41964,813262,19.38,372221,8.87,441041,3162003,75.35,1-02041-0048,2593 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,C4-WALK-UP,18,1920,12185,261397,21.45,79250,6.5,182147,1336000,109.64,0.1,1-01941-0001,2536 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,C7-WALK-UP,22,1910,30922,499708,16.16,210377,6.8,289331,1971000,63.74,0.14,1-01941-0033,2308 ADAM C POWELL BOULEV,HARLEM-CENTRAL,C7-WALK-UP,18,1910,"12,870","249,457",19.38,"114,200",8.87,"135,257","970,000",75.37,0.14
Manhattan,1-01995-7501,0457-R1,31 TIEMANN PLACE,MORNINGSIDE HEIGHTS,R9-CONDOMINIUM,48,1926,37103,718685,19.37,332443,8.96,386242,2769000,74.63,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,0.76,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,1.4,1-01767-0022,149 EAST 118 STREET,HARLEM-CENTRAL,D9-ELEVATOR,42,1920,"40,577","695,962",17.15,"376,767",9.29,"319,195","1,507,000",37.14,1.54
Manhattan,1-02023-7503,0874-R1,297 WEST 137 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,28,1993,30976,600315,19.38,274757,8.87,325558,2333998,75.35,1-01942-0035,2330 ADAM C POWELL BOULEV,HARLEM-CENTRAL,C7-WALK-UP,10,1905,10140,225205,22.21,59301,5.85,165904,1971000,194.38,0.05,1-01941-0001,2536 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,C7-WALK-UP,22,1910,30922,499708,16.16,210377,6.8,289331,1971000,63.74,0.1,1-01941-0033,2308 ADAM C POWELL BOULEV,HARLEM-CENTRAL,C7-WALK-UP,18,1910,"12,870","249,457",19.38,"114,200",8.87,"135,257","970,000",75.37,0.10
Manhattan,1-02044-7502,1511-R1,24 BRADHURST AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,26,1920,35390,685504,19.37,317094,8.96,368410,2642000,74.65,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,1.3,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,1.33,1-01717-0033,1460 5 AVENUE,HARLEM-CENTRAL,D3-ELEVATOR,110,1998,"79,352","1,202,125",15.15,"701,622",8.84,"500,503","3,255,000",41.02,1.33
Manhattan,1-02067-7501,1823-R1,469 WEST 152 STREET,HARLEM-UPPER,R4-CONDOMINIUM,6,1920,6390,123774,19.37,57254,8.96,66520,476001,74.49,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,1.76,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,1.83,1-01767-0022,149 EAST 118 STREET,HARLEM-CENTRAL,D9-ELEVATOR,42,1920,"40,577","695,962",17.15,"376,767",9.29,"319,195","1,507,000",37.14,2.04
Manhattan,1-02067-7501,1823-R2,479 WEST 152 STREET,HARLEM-UPPER,R4-CONDOMINIUM,20,1920,17565,340234,19.37,157382,8.96,182852,1311001,74.64,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,1.76,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,1.83,1-01717-0033,1460 5 AVENUE,HARLEM-CENTRAL,D3-ELEVATOR,110,1998,"79,352","1,202,125",15.15,"701,622",8.84,"500,503","3,255,000",41.02,1.84
Manhattan,1-02090-7501,1832-R1,660 RIVERSIDE DRIVE,HARLEM-UPPER,R4-CONDOMINIUM,54,1908,30886,598262,19.37,276739,8.96,321523,2305012,74.63,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,1.39,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,1.7,1-01767-0022,149 EAST 118 STREET,HARLEM-CENTRAL,D9-ELEVATOR,42,1920,"40,577","695,962",17.15,"376,767",9.29,"319,195","1,507,000",37.14,1.89
Manhattan,1-02090-7502,2015-R1,668 RIVERSIDE DRIVE,HARLEM-UPPER,R4-CONDOMINIUM,64,1907,43135,835525,19.37,386490,8.96,449035,3220000,74.65,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,1.39,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,1.7,1-01767-0052,154 EAST 119 STREET,HARLEM-CENTRAL,D9-ELEVATOR,48,1915,"46,518","801,963",17.24,"441,238",9.49,"360,725","1,738,000",37.36,1.89
Manhattan,1-02092-7501,1897-R1,680 RIVERSIDE DRIVE,HARLEM-UPPER,R4-CONDOMINIUM,25,1926,24132,467437,19.37,216223,8.96,251214,1800999,74.63,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,1.49,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,1.76,1-01767-0022,149 EAST 118 STREET,HARLEM-CENTRAL,D9-ELEVATOR,42,1920,"40,577","695,962",17.15,"376,767",9.29,"319,195","1,507,000",37.14,1.96
Manhattan,1-02093-7501,1896-R1,690 RIVERSIDE DRIVE,HARLEM-UPPER,R4-CONDOMINIUM,35,1920,30441,589642,19.37,272751,8.96,316891,2272000,74.64,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,1.54,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,1.79,1-01767-0022,149 EAST 118 STREET,HARLEM-CENTRAL,D9-ELEVATOR,42,1920,"40,577","695,962",17.15,"376,767",9.29,"319,195","1,507,000",37.14,1.99
Manhattan,1-02094-7501,1673-R1,706 RIVERSIDE DRIVE,HARLEM-UPPER,R4-CONDOMINIUM,50,1913,86020,1666207,19.37,770739,8.96,895468,6421002,74.65,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,1.58,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,1.83,1-01767-0052,154 EAST 119 STREET,HARLEM-CENTRAL,D9-ELEVATOR,48,1915,"46,518","801,963",17.24,"441,238",9.49,"360,725","1,738,000",37.36,2.03
Manhattan,1-02094-7502,2100-R1,700 RIVERSIDE DRIVE,HARLEM-UPPER,R4-CONDOMINIUM,36,1920,38578,747256,19.37,345659,8.96,401597,1650003,42.77,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,1.58,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,1.83,1-01767-0022,149 EAST 118 STREET,HARLEM-CENTRAL,D9-ELEVATOR,42,1920,"40,577","695,962",17.15,"376,767",9.29,"319,195","1,507,000",37.14,2.03
Manhattan,1-02096-7501,1680-R1,725 RIVERSIDE DRIVE,HARLEM-UPPER,R4-CONDOMINIUM,74,1912,107100,2074527,19.37,959616,8.96,1114911,7993998,74.64,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,1.68,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,1.9,1-01767-0052,154 EAST 119 STREET,HARLEM-CENTRAL,D9-ELEVATOR,48,1915,"46,518","801,963",17.24,"441,238",9.49,"360,725","1,738,000",37.36,2.10
Manhattan,1-02136-7501,1946-R1,812 RIVERSIDE DRIVE,WASHINGTON HEIGHTS LOWER,R4-CONDOMINIUM,41,1920,51426,886584,17.24,488033,9.49,398551,2877999,55.96,1-02009-0054,164 WEST 141 STREET,HARLEM-CENTRAL,D9-ELEVATOR,84,1920,53525,527706,9.86,300111,5.61,227595,1347000,25.17,1.26,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,2.29,1-01767-0052,154 EAST 119 STREET,HARLEM-CENTRAL,D9-ELEVATOR,48,1915,"46,518","801,963",17.24,"441,238",9.49,"360,725","1,738,000",37.36,2.50
Manhattan,1-02179-7502,0648-R1,92 PINEHURST AVENUE,WASHINGTON HEIGHTS UPPER,RR-CONDOMINIUM,72,1928,72986,1124725,15.41,513092,7.03,611633,3982000,54.56,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,3.48,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,3.41,1-01717-0033,1460 5 AVENUE,HARLEM-CENTRAL,D3-ELEVATOR,110,1998,"79,352","1,202,125",15.15,"701,622",8.84,"500,503","3,255,000",41.02,3.51
Manhattan,1-02180-7501,0699-R1,1 BENNETT AVENUE,WASHINGTON HEIGHTS UPPER,R9-CONDOMINIUM,65,1950,55522,1075461,19.37,497477,8.96,577984,4144000,74.64,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,3.34,1-01717-0033,1460 5 AVENUE,HARLEM-CENTRAL,D3-ELEVATOR,110,1998,79352,1202125,15.15,701622,8.84,500503,3255000,41.02,3.4,1-01467-0018,425 EAST 72 STREET,UPPER EAST SIDE (59-79),D9-ELEVATOR,49,1938,"57,375","1,195,707",20.84,"223,277",3.89,"972,430","6,570,000",114.51,5.86
Manhattan,1-02180-7503,1451-R1,736 WEST 187 STREET,WASHINGTON HEIGHTS UPPER,R4-CONDOMINIUM,56,2003,75765,2124451,28.04,934182,12.33,1190269,8567994,113.09,1-02026-0033,202 WEST 141 STREET,HARLEM-CENTRAL,D1-ELEVATOR,69,1992,28351,1350493,47.63,535786,18.9,814707,3765000,132.8,2.45,1-01717-0033,1460 5 AVENUE,HARLEM-CENTRAL,D3-ELEVATOR,110,1998,79352,1202125,15.15,701622,8.84,500503,3255000,41.02,3.6,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,"54,779","1,535,924",28.04,"675,153",12.33,"860,771","3,795,000",69.28,3.52
Manhattan,1-02221-7501,0557-R1,571 ACADEMY STREET,INWOOD,R4-CONDOMINIUM,89,1925,76970,1029089,13.37,525705,6.83,503384,3338998,43.38,1-02009-0054,164 WEST 141 STREET,HARLEM-CENTRAL,D9-ELEVATOR,84,1920,53525,527706,9.86,300111,5.61,227595,1347000,25.17,3.32,1-01717-0033,1460 5 AVENUE,HARLEM-CENTRAL,D3-ELEVATOR,110,1998,79352,1202125,15.15,701622,8.84,500503,3255000,41.02,4.43,1-01687-0014,325 EAST 115 STREET,HARLEM-EAST,D3-ELEVATOR,44,1998,"39,792","532,019",13.37,"281,727",7.08,"250,292","1,605,000",40.33,4.77
Brooklyn,3-00027-7501,0658-R1,1 MAIN STREET,DOWNTOWN-FULTON FERRY,R4-CONDOMINIUM,124,1913,227916,5150902,22.6,1802816,7.91,3348086,23759904,104.25,3-00221-0020,80 CRANBERRY STREET,BROOKLYN HEIGHTS,D6-ELEVATOR,137,1900,108780,2458853,22.6,985722,9.06,1473131,10766000,98.97,0.33,3-00056-0003,99 GOLD STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,88,1919,109875,3305618,30.09,1533558,13.96,1772060,13272000,120.79,0.45,3-00220-0016,35 ORANGE STREET,BROOKLYN HEIGHTS,D1-ELEVATOR,48,1924,"47,136","744,258",15.79,"392,493",8.33,"351,765","2,405,000",51.02,0.35
Brooklyn,3-00028-7501,1370-R1,31 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,R4-CONDOMINIUM,13,2001,24672,543031,22.01,222643,9.02,320388,2346000,95.09,3-00268-0039,54 LIVINGSTON STREET,BROOKLYN HEIGHTS,D9-ELEVATOR,32,1900,21040,409047,19.44,195029,9.27,214018,1529000,72.67,0.84,3-00263-0044,18 SIDNEY PLACE,BROOKLYN HEIGHTS,D9-ELEVATOR,18,1900,9875,309659,31.36,112744,11.42,196915,1470000,148.86,0.84,3-00171-0049,337 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,60,1930,"39,770","875,152",22.01,"261,107",6.57,"614,045","4,497,000",113.08,1.07
Brooklyn,3-00031-7502,1181-R1,50 BRIDGE STREET,DOWNTOWN-FULTON FERRY,R4-CONDOMINIUM,58,1904,52530,1021183,19.44,462789,8.81,558394,4003003,76.2,3-00268-0039,54 LIVINGSTON STREET,BROOKLYN HEIGHTS,D9-ELEVATOR,32,1900,21040,409047,19.44,195029,9.27,214018,1529000,72.67,0.89,3-00171-0049,337 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,60,1930,39770,875152,22.01,261107,6.57,614045,4497000,113.08,1.04,3-02108-0021,25 LAFAYETTE AVENUE,FORT GREENE,D9-ELEVATOR,35,1900,"27,144","525,261",19.35,"226,573",8.35,"298,688","2,142,000",78.91,1.18
Brooklyn,3-00035-7501,1771-R1,4 WATER STREET,DOWNTOWN-FULTON FERRY,R4-CONDOMINIUM,13,2007,20085,442071,22.01,154655,7.7,287416,2107998,104.95,3-00042-0018,254 WATER STREET,DOWNTOWN-FULTON FERRY,D8-ELEVATOR,26,2002,28358,530948,18.72,164180,5.79,366768,2636000,92.95,0.5,3-00171-0049,337 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,60,1930,39770,875152,22.01,261107,6.57,614045,4497000,113.08,1.09,3-00269-0016,61 SCHERMERHORN STREET,DOWNTOWN-FULTON MALL,D3-ELEVATOR,68,2006,"47,896","1,669,215",34.85,"422,616",8.82,"1,246,599","9,226,000",192.63,0.84
Brooklyn,3-00036-7503,1580-R1,57 FRONT STREET,DOWNTOWN-FULTON FERRY,R4-CONDOMINIUM,31,1899,41476,912887,22.01,319510,7.7,593377,4344999,104.76,3-00042-0018,254 WATER STREET,DOWNTOWN-FULTON FERRY,D8-ELEVATOR,26,2002,28358,530948,18.72,164180,5.79,366768,2636000,92.95,0.41,3-00171-0049,337 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,60,1930,39770,875152,22.01,261107,6.57,614045,4497000,113.08,1.06,3-00269-0016,61 SCHERMERHORN STREET,DOWNTOWN-FULTON MALL,D3-ELEVATOR,68,2006,"47,896","1,669,215",34.85,"422,616",8.82,"1,246,599","9,226,000",192.63,0.83
